"Freq [GHz]","dB(St(1,1)) []"
3.47875,-0.515182640402305
3.48,-0.517898879842856
3.48125,-0.520636291581634
3.4825,-0.523395086259067
3.48375,-0.526175477059741
3.485,-0.528977679748267
3.48625,-0.531801912705704
3.4875,-0.534648396966573
3.48875,-0.53751735625647
3.49,-0.540409017030272
3.49125,-0.543323608510972
3.4925,-0.54626136272912
3.49375,-0.549222514562936
3.495,-0.552207301779045
3.49625,-0.555215965073869
3.4975,-0.55824874811573
3.49875,-0.561305897587581
3.5,-0.564387663230498
3.50125,-0.567494297887826
3.5025,-0.57062605755009
3.50375,-0.573783201400615
3.505,-0.576965991861911
3.50625,-0.580174694642822
3.5075,-0.583409578786433
3.50875,-0.586670916718796
3.51,-0.589958984298447
3.51125,-0.593274060866743
3.5125,-0.596616429299042
3.51375,-0.599986376056729
3.515,-0.60338419124011
3.51625,-0.606810168642196
3.5175,-0.61026460580337
3.51875,-0.613747804067008
3.52,-0.617260068635967
3.52125,-0.620801708630093
3.5225,-0.624373037144669
3.52375,-0.627974371309827
3.525,-0.631606032351002
3.52625,-0.635268345650399
3.5275,-0.63896164080948
3.52875,-0.642686251712553
3.53,-0.646442516591403
3.53125,-0.650230778091058
3.5325,-0.654051383336667
3.53375,-0.657904684001503
3.535,-0.661791036376189
3.53625,-0.665710801439029
3.5375,-0.669664344927637
3.53875,-0.673652037411743
3.54,-0.677674254367274
3.54125,-0.681731376251729
3.5425,-0.685823788580832
3.54375,-0.689951882006546
3.545,-0.694116052396445
3.54625,-0.698316700914425
3.5475,-0.702554234102889
3.54875,-0.706829063966323
3.55,-0.711141608056336
3.55125,-0.715492289558254
3.5525,-0.71988153737913
3.55375,-0.724309786237423
3.555,-0.728777476754167
3.55625,-0.733285055545792
3.5575,-0.737832975318613
3.55875,-0.742421694964933
3.56,-0.747051679660912
3.56125,-0.751723400966143
3.5625,-0.756437336925043
3.56375,-0.761193972170008
3.565,-0.765993798026445
3.56625,-0.770837312619699
3.5675,-0.775725020983869
3.56875,-0.780657435172599
3.57,-0.785635074371885
3.57125,-0.790658465014888
3.5725,-0.795728140898848
3.57375,-0.800844643304108
3.575,-0.806008521115308
3.57625,-0.811220330944784
3.5775,-0.816480637258203
3.57875,-0.821790012502493
3.58,-0.827149037236168
3.58125,-0.832558300261946
3.5825,-0.838018398761895
3.58375,-0.843529938434995
3.585,-0.849093533637288
3.58625,-0.854709807524585
3.5875,-0.860379392197824
3.58875,-0.866102928851107
3.59,-0.87188106792252
3.59125,-0.877714469247715
3.5925,-0.88360380221639
3.59375,-0.889549745931655
3.595,-0.895552989372428
3.59625,-0.901614231558811
3.5975,-0.907734181720609
3.59875,-0.913913559469038
3.6,-0.92015309497159
3.60125,-0.926453529130299
3.6025,-0.932815613763288
3.60375,-0.939240111789798
3.605,-0.945727797418743
3.60625,-0.952279456340807
3.6075,-0.958895885924228
3.60875,-0.965577895414297
3.61,-0.972326306136696
3.61125,-0.97914195170473
3.6125,-0.986025678230469
3.61375,-0.99297834454005
3.615,-1.00000082239306
3.61625,-1.00709399670614
3.6175,-1.01425876578097
3.61875,-1.02149604153659
3.62,-1.02880674974633
3.62125,-1.03619183027922
3.6225,-1.04365223734617
3.62375,-1.05118893975101
3.625,-1.0588029211463
3.62625,-1.06649518029422
3.6275,-1.07426673133263
3.62875,-1.08211860404626
3.63,-1.09005184414328
3.63125,-1.09806751353734
3.6325,-1.10616669063518
3.63375,-1.1143504706299
3.635,-1.12261996580011
3.63625,-1.13097630581495
3.6375,-1.13942063804525
3.63875,-1.14795412788082
3.64,-1.15657795905422
3.64125,-1.16529333397085
3.6425,-1.17410147404577
3.64375,-1.18300362004726
3.645,-1.19200103244727
3.64625,-1.20109499177906
3.6475,-1.21028679900188
3.64875,-1.21957777587324
3.65,-1.22896926532858
3.65125,-1.23846263186876
3.6525,-1.24805926195544
3.65375,-1.25776056441446
3.655,-1.26756797084758
3.65625,-1.2774829360526
3.6575,-1.28750693845211
3.65875,-1.29764148053113
3.66,-1.30788808928369
3.66125,-1.31824831666872
3.6625,-1.32872374007538
3.66375,-1.339315962798
3.665,-1.35002661452096
3.66625,-1.36085735181366
3.6675,-1.37180985863581
3.66875,-1.38288584685336
3.67,-1.39408705676523
3.67125,-1.4054152576411
3.6725,-1.41687224827058
3.67375,-1.42845985752395
3.675,-1.44017994492482
3.67625,-1.45203440123489
3.6775,-1.46402514905125
3.67875,-1.47615414341626
3.68,-1.48842337244064
3.68125,-1.50083485793984
3.6825,-1.51339065608404
3.68375,-1.52609285806225
3.685,-1.53894359076061
3.68625,-1.55194501745554
3.6875,-1.56509933852178
3.68875,-1.57840879215594
3.69,-1.59187565511577
3.69125,-1.60550224347563
3.6925,-1.61929091339848
3.69375,-1.63324406192497
3.695,-1.64736412777974
3.69625,-1.66165359219574
3.6975,-1.67611497975668
3.69875,-1.69075085925831
3.7,-1.7055638445889
3.70125,-1.72055659562933
3.7025,-1.73573181917353
3.70375,-1.75109226986948
3.705,-1.76664075118158
3.70625,-1.78238011637479
3.7075,-1.79831326952101
3.70875,-1.81444316652864
3.71,-1.83077281619552
3.71125,-1.84730528128603
3.7125,-1.86404367963316
3.71375,-1.88099118526589
3.715,-1.8981510295628
3.71625,-1.91552650243256
3.7175,-1.933120953522
3.71875,-1.95093779345249
3.72,-1.96898049508549
3.72125,-1.98725259481803
3.7225,-2.00575769390894
3.72375,-2.02449945983668
3.725,-2.04348162768976
3.72625,-2.06270800159053
3.7275,-2.08218245615336
3.72875,-2.10190893797832
3.73,-2.1218914671811
3.73125,-2.14213413896058
3.7325,-2.16264112520481
3.73375,-2.18341667613685
3.735,-2.20446512200143
3.73625,-2.22579087479382
3.7375,-2.24739843003203
3.73875,-2.26929236857384
3.74,-2.29147735847988
3.74125,-2.31395815692439
3.7425,-2.33673961215486
3.74375,-2.35982666550243
3.745,-2.38322435344444
3.74625,-2.40693780972085
3.7475,-2.43097226750641
3.74875,-2.45533306164022
3.75,-2.48002563091463
3.75125,-2.50505552042573
3.7525,-2.53042838398687
3.75375,-2.55614998660824
3.755,-2.58222620704385
3.75625,-2.60866304040902
3.7575,-2.63546660087037
3.75875,-2.66264312441105
3.76,-2.69019897167397
3.76125,-2.71814063088557
3.7625,-2.74647472086347
3.76375,-2.77520799411077
3.765,-2.80434734000025
3.76625,-2.83389978805217
3.7675,-2.86387251130866
3.76875,-2.89427282980901
3.77,-2.92510821416949
3.77125,-2.95638628927152
3.7725,-2.98811483806322
3.77375,-3.02030180547806
3.775,-3.05295530247597
3.77625,-3.08608361021164
3.7775,-3.11969518433516
3.77875,-3.15379865943104
3.78,-3.18840285360075
3.78125,-3.22351677319549
3.7825,-3.2591496177055
3.78375,-3.29531078481253
3.785,-3.33200987561315
3.78625,-3.36925670001987
3.7875,-3.40706128234881
3.78875,-3.44543386710195
3.79,-3.48438492495291
3.79125,-3.52392515894605
3.7925,-3.56406551091885
3.79375,-3.6048171681578
3.795,-3.64619157029979
3.79625,-3.68820041649007
3.7975,-3.73085567281011
3.79875,-3.77416957998846
3.8,-3.81815466140859
3.80125,-3.86282373142935
3.8025,-3.90818990403351
3.80375,-3.95426660182159
3.805,-4.00106756536929
3.80625,-4.04860686296717
3.8075,-4.09689890076385
3.80875,-4.1459584333334
3.81,-4.19580057469119
3.81125,-4.24644080978232
3.8125,-4.2978950064687
3.81375,-4.35017942804369
3.815,-4.40331074630322
3.81625,-4.45730605520622
3.8175,-4.51218288515822
3.81875,-4.56795921795415
3.82,-4.62465350242045
3.82125,-4.68228467079712
3.8225,-4.74087215590517
3.82375,-4.80043590914732
3.825,-4.86099641939276
3.82625,-4.92257473280193
3.8275,-4.98519247364949
3.82875,-5.04887186620973
3.83,-5.11363575777237
3.83125,-5.17950764286169
3.8325,-5.24651168873867
3.83375,-5.3146727622707
3.835,-5.38401645826003
3.83625,-5.45456912933096
3.8375,-5.5263579174805
3.83875,-5.59941078740917
3.84,-5.67375656175587
3.84125,-5.74942495837016
3.8425,-5.82644662976956
3.84375,-5.90485320493772
3.845,-5.9846773336355
3.84625,-6.06595273341074
3.8475,-6.14871423950694
3.84875,-6.23299785789226
3.85,-6.31884082164491
3.85125,-6.40628165095701
3.8525,-6.49536021703903
3.85375,-6.58611781023396
3.855,-6.67859721268074
3.85625,-6.77284277589476
3.8575,-6.86890050367186
3.85875,-6.9668181407596
3.86,-7.06664526778231
3.86125,-7.16843340295741
3.8625,-7.27223611119073
3.86375,-7.37810912120201
3.865,-7.486110451397
3.86625,-7.5963005452775
3.8675,-7.70874241726757
3.86875,-7.82350180992517
3.87,-7.94064736361872
3.87125,-8.06025079986648
3.8725,-8.18238711967122
3.87375,-8.3071348183401
3.875,-8.43457611845015
3.87625,-8.56479722281834
3.8775,-8.69788858956361
3.87875,-8.83394523159939
3.88,-8.97306704319535
3.88125,-9.11535915657874
3.8825,-9.26093233193444
3.88375,-9.409903384609
3.885,-9.56239565383452
3.88625,-9.7185395178875
3.8875,-9.87847296128412
3.88875,-10.0423422004177
3.89,-10.2103023749835
3.89125,-10.3825183136299
3.8925,-10.5591653835679
3.89375,-10.740430435386
3.895,-10.9265128561138
3.89625,-11.1176257457114
3.8975,-11.3139972346916
3.89875,-11.5158719636227
3.9,-11.7235127488956
3.90125,-11.9372024635267
3.9025,-12.1572461670903
3.90375,-12.3839735253272
3.905,-12.61774156789
3.90625,-12.8589378423893
3.9075,-13.1079840348998
3.90875,-13.3653401419946
3.91,-13.6315092979912
3.91125,-13.9070433845285
3.9125,-14.1925495792491
3.91375,-14.4886980381814
3.915,-14.7962309550117
3.91625,-15.1159733033538
3.9175,-15.4488456503061
3.91875,-15.7958795378796
3.92,-16.1582360729834
3.92125,-16.5372285603787
3.9225,-16.9343502763491
3.92375,-17.3513088430527
3.925,-17.7900691681885
3.92625,-18.2529076274004
3.9275,-18.7424811887709
3.92875,-19.2619166674499
3.93,-19.8149275052415
3.93125,-20.4059688031262
3.9325,-21.0404464722644
3.93375,-21.7250044621491
3.935,-22.4679270715346
3.93625,-23.279714891004
3.9375,-24.1739293460613
3.93875,-25.1684636257956
3.94,-26.2875070564972
3.94125,-27.5646550921239
3.9425,-29.0478849185133
3.94375,-30.8071866191747
3.945,-32.943064468503
3.94625,-35.5704611468852
3.9475,-38.5765589830276
3.94875,-40.3578570417546
3.95,-38.6325916163075
3.95125,-35.6340531938927
3.9525,-33.0053170306492
3.95375,-30.8695427440478
3.955,-29.1122945705759
3.95625,-27.6325284942363
3.9575,-26.3598022095639
3.95875,-25.2458373227773
3.96,-24.2568420361752
3.96125,-23.3684965619563
3.9625,-22.5628185097064
3.96375,-21.8261836302114
3.965,-21.1480458245546
3.96625,-20.5200869607109
3.9675,-19.9356373295112
3.96875,-19.3892709747034
3.97,-18.8765168819792
3.97125,-18.3936487421051
3.9725,-17.9375291581922
3.97375,-17.5054923239756
3.975,-17.0952543760175
3.97625,-16.7048439796886
3.9775,-16.3325479305635
3.97875,-15.9768680512393
3.98,-15.6364866918611
3.98125,-15.3102388596716
3.9825,-14.997089510454
3.98375,-14.6961148989435
3.985,-14.4064871500007
3.98625,-14.1274614070659
3.9875,-13.8583650592062
3.98875,-13.5985886568851
3.99,-13.3475782091407
3.99125,-13.104828618051
3.9925,-12.8698780551762
3.99375,-12.6423031226357
3.995,-12.4217146712648
3.99625,-12.2077541718125
3.9975,-12.0000905538348
3.99875,-11.798417441903
4,-11.6024507307768
4.00125,-11.4119264509432
4.0025,-11.2265988838491
4.00375,-11.0462388926402
4.005,-10.8706324395574
4.00625,-10.6995792655343
4.0075,-10.5328917112014
4.00875,-10.370393661541
4.01,-10.2119195989797
4.01125,-10.0573137518441
4.0125,-9.90642932690721
4.01375,-9.7591278162712
4.015,-9.61527837013098
4.01625,-9.47475722805674
4.0175,-9.33744720237901
4.01875,-9.2032372080631
4.02,-9.07202183414928
4.02125,-8.94370095243666
4.0225,-8.81817935959816
4.02375,-8.69536644936395
4.025,-8.57517591179753
4.02625,-8.45752545702419
4.0275,-8.34233656106909
4.02875,-8.22953423171657
4.03,-8.11904679253018
4.03125,-8.01080568337069
4.0325,-7.90474527592238
4.03375,-7.80080270289502
4.035,-7.69891769970089
4.03625,-7.59903245753006
4.0375,-7.50109148685251
4.03875,-7.40504149046993
4.04,-7.31083124532645
4.04125,-7.21841149236027
4.0425,-7.12773483374812
4.04375,-7.03875563695262
4.045,-6.95142994503717
4.04625,-6.86571539276199
4.0475,-6.78157112801678
4.04875,-6.69895773818634
4.05,-6.61783718107942
4.05125,-6.53817272008336
4.0525,-6.4599288632352
4.05375,-6.3830713059275
4.055,-6.30756687698753
4.05625,-6.23338348789361
4.0575,-6.1604900849084
4.05875,-6.08885660392821
4.06,-6.01845392786361
4.06125,-5.94925384637943
4.0625,-5.88122901783799
4.06375,-5.81435293329898
4.065,-5.74859988244228
4.06625,-5.68394492128982
4.0675,-5.6203638416105
4.06875,-5.55783314190274
4.07,-5.49632999985547
4.07125,-5.43583224619584
4.0725,-5.37631833983913
4.07375,-5.31776734426147
4.075,-5.2601589050222
4.07625,-5.20347322836747
4.0775,-5.14769106085112
4.07875,-5.09279366991466
4.08,-5.03876282536941
4.08125,-4.98558078173104
4.0825,-4.93323026135713
4.08375,-4.88169443834311
4.085,-4.83095692313507
4.08625,-4.78100174781933
4.0875,-4.73181335205268
4.08875,-4.68337656959846
4.09,-4.63567661543613
4.09125,-4.58869907341456
4.0925,-4.54242988442019
4.09375,-4.4968553350334
4.095,-4.45196204664861
4.09625,-4.40773696503376
4.0975,-4.36416735030804
4.09875,-4.32124076731614
4.1,-4.27894507638001
4.10125,-4.23726842440979
4.1025,-4.19619923635588
4.10375,-4.15572620698671
4.105,-4.115838292976
4.10625,-4.07652470528525
4.1075,-4.03777490182792
4.10875,-3.99957858040186
4.11,-3.96192567187812
4.11125,-3.92480633363437
4.1125,-3.88821094322179
4.11375,-3.85213009225561
4.115,-3.81655458051858
4.11625,-3.78147541026907
4.1175,-3.74688378074417
4.11875,-3.71277108284973
4.12,-3.6791288940297
4.12125,-3.64594897330648
4.1225,-3.61322325648614
4.12375,-3.58094385152078
4.125,-3.54910303402212
4.12625,-3.51769324292022
4.1275,-3.48670707626106
4.12875,-3.45613728713804
4.13,-3.42597677975157
4.13125,-3.396218605592
4.1325,-3.36685595974125
4.13375,-3.33788217728808
4.135,-3.30929072985335
4.13625,-3.28107522222046
4.1375,-3.25322938906731
4.13875,-3.22574709179629
4.14,-3.19862231545807
4.14125,-3.17184916576617
4.1425,-3.14542186619914
4.14375,-3.11933475518667
4.145,-3.09358228337724
4.14625,-3.06815901098403
4.1475,-3.04305960520635
4.14875,-3.0182788377243
4.15,-2.99381158226371
4.15125,-2.96965281222922
4.1525,-2.94579759840309
4.15375,-2.92224110670746
4.155,-2.89897859602815
4.15625,-2.87600541609761
4.1575,-2.85331700543548
4.15875,-2.83090888934448
4.16,-2.80877667796003
4.16125,-2.78691606435198
4.1625,-2.7653228226764
4.16375,-2.74399280637638
4.165,-2.72292194642965
4.16625,-2.70210624964211
4.1675,-2.68154179698556
4.16875,-2.66122474197825
4.17,-2.64115130910705
4.17125,-2.62131779228995
4.1725,-2.60172055337744
4.17375,-2.58235602069204
4.175,-2.56322068760436
4.17625,-2.54431111114491
4.1775,-2.52562391065056
4.17875,-2.5071557664444
4.18,-2.48890341854839
4.18125,-2.47086366542759
4.1825,-2.45303336276501
4.18375,-2.4354094222665
4.185,-2.41798881049447
4.18625,-2.40076854772989
4.1875,-2.38374570686162
4.18875,-2.36691741230227
4.19,-2.35028083893007
4.19125,-2.33383321105575
4.1925,-2.31757180141392
4.19375,-2.30149393017824
4.195,-2.28559696399959
4.19625,-2.26987831506692
4.1975,-2.25433544018982
4.19875,-2.2389658399024
4.2,-2.22376705758802
4.20125,-2.20873667862396
4.2025,-2.19387232954594
4.20375,-2.17917167723155
4.205,-2.16463242810249
4.20625,-2.1502523273447
4.2075,-2.13602915814631
4.20875,-2.12196074095271
4.21,-2.10804493273831
4.21125,-2.09427962629472
4.2125,-2.08066274953469
4.21375,-2.06719226481163
4.215,-2.05386616825419
4.21625,-2.0406824891155
4.2175,-2.02763928913682
4.21875,-2.01473466192513
4.22,-2.00196673234432
4.22125,-1.98933365591971
4.2225,-1.97683361825547
4.22375,-1.96446483446475
4.225,-1.95222554861206
4.22625,-1.9401140331677
4.2275,-1.9281285884739
4.22875,-1.91626754222248
4.23,-1.90452924894346
4.23125,-1.89291208950488
4.2325,-1.88141447062294
4.23375,-1.8700348243827
4.235,-1.85877160776883
4.23625,-1.84762330220626
4.2375,-1.8365884131105
4.23875,-1.82566546944732
4.24,-1.81485302330169
4.24125,-1.80414964945564
4.2425,-1.79355394497492
4.24375,-1.78306452880425
4.245,-1.77268004137085
4.24625,-1.76239914419622
4.2475,-1.75222051951587
4.24875,-1.74214286990678
4.25,-1.73216491792264
4.25125,-1.72228540573629
4.2525,-1.71250309478967
4.25375,-1.7028167654507
4.255,-1.69322521667717
4.25625,-1.68372726568742
4.2575,-1.67432174763761
4.25875,-1.6650075153055
4.26,-1.65578343878058
4.26125,-1.6466484051603
4.2625,-1.6376013182525
4.26375,-1.62864109828359
4.265,-1.61976668161265
4.26625,-1.61097702045115
4.2675,-1.60227108258811
4.26875,-1.5936478511208
4.27,-1.5851063241907
4.27125,-1.57664551472453
4.2725,-1.56826445018047
4.27375,-1.55996217229926
4.275,-1.55173773686014
4.27625,-1.54359021344159
4.2775,-1.53551868518659
4.27875,-1.52752224857252
4.28,-1.51960001318545
4.28125,-1.51175110149874
4.2825,-1.50397464865595
4.28375,-1.49626980225786
4.285,-1.48863572215354
4.28625,-1.48107158023548
4.2875,-1.4735765602385
4.28875,-1.46614985754259
4.29,-1.45879067897937
4.29125,-1.4514982426423
4.2925,-1.44427177770038
4.29375,-1.43711052421543
4.295,-1.43001373296274
4.29625,-1.42298066525504
4.2975,-1.41601059276992
4.29875,-1.40910279738025
4.3,-1.40225657098789
4.30125,-1.39547121536047
4.3025,-1.3887460419711
4.30375,-1.38208037184118
4.305,-1.37547353538597
4.30625,-1.36892487226309
4.3075,-1.36243373122377
4.30875,-1.3559994699668
4.31,-1.34962145499516
4.31125,-1.34329906147532
4.3125,-1.33703167309896
4.31375,-1.33081868194738
4.315,-1.3246594883582
4.31625,-1.31855350079455
4.3175,-1.31250013571667
4.31875,-1.30649881745564
4.32,-1.30054897808961
4.32125,-1.29465005732205
4.3225,-1.28880150236228
4.32375,-1.28300276780813
4.325,-1.27725331553063
4.32625,-1.27155261456081
4.3275,-1.26590014097846
4.32875,-1.26029537780289
4.33,-1.2547378148856
4.33125,-1.24922694880486
4.3325,-1.2437622827621
4.33375,-1.23834332648018
4.335,-1.23296959610338
4.33625,-1.2276406140992
4.3375,-1.22235590916179
4.33875,-1.21711501611713
4.34,-1.21191747582986
4.34125,-1.20676283511164
4.3425,-1.20165064663119
4.34375,-1.19658046882585
4.345,-1.19155186581463
4.34625,-1.18656440731279
4.3475,-1.18161766854788
4.34875,-1.17671123017721
4.35,-1.17184467820673
4.35125,-1.16701760391131
4.3525,-1.16222960375634
4.35375,-1.1574802793207
4.355,-1.15276923722099
4.35625,-1.14809608903711
4.3575,-1.14346045123902
4.35875,-1.13886194511479
4.36,-1.1343001966998
4.36125,-1.12977483670722
4.3625,-1.12528550045956
4.36375,-1.12083182782141
4.365,-1.11641346313332
4.36625,-1.11203005514669
4.3675,-1.10768125695988
4.36875,-1.10336672595524
4.37,-1.09908612373732
4.37125,-1.09483911607195
4.3725,-1.09062537282644
4.37375,-1.08644456791074
4.375,-1.08229637921949
4.37625,-1.07818048857515
4.3775,-1.07409658167194
4.37875,-1.07004434802078
4.38,-1.06602348089503
4.38125,-1.06203367727725
4.3825,-1.05807463780669
4.38375,-1.05414606672772
4.385,-1.05024767183902
4.38625,-1.04637916444366
4.3875,-1.04254025929997
4.38875,-1.03873067457313
4.39,-1.03495013178764
4.39125,-1.03119835578044
4.3925,-1.02747507465492
4.39375,-1.0237800197355
4.395,-1.02011292552307
4.39625,-1.01647352965106
4.3975,-1.0128615728422
4.39875,-1.00927679886608
4.4,-1.00571895449717
4.40125,-1.00218778947375
4.4025,-0.998683056457259
4.40375,-0.995204510992442
4.405,-0.991751911468055
4.40625,-0.988325019078174
4.4075,-0.984923597784142
4.40875,-0.9815474142771
4.41,-0.978196237941085
4.41125,-0.97486984081671
4.4125,-0.971567997565433
4.41375,-0.968290485434311
4.415,-0.965037084221382
4.41625,-0.961807576241518
4.4175,-0.958601746292837
4.41875,-0.955419381623614
4.42,-0.9522602718997
4.42125,-0.949124209172451
4.4225,-0.946010987847134
4.42375,-0.942920404651826
4.425,-0.939852258606789
4.42625,-0.93680635099426
4.4275,-0.933782485328802
4.42875,-0.930780467327986
4.43,-0.927800104883612
4.43125,-0.924841208033305
4.4325,-0.921903588932545
4.43375,-0.918987061827161
4.435,-0.916091443026177
4.43625,-0.913216550875109
4.4375,-0.910362205729642
4.43875,-0.90752822992969
4.44,-0.904714447773879
4.44125,-0.901920685494354
4.4425,-0.89914677123202
4.44375,-0.896392535012107
4.445,-0.893657808720098
4.44625,-0.890942426078047
4.4475,-0.888246222621198
4.44875,-0.885569035674989
4.45,-0.882910704332371
4.45125,-0.880271069431455
4.4525,-0.877649973533517
4.45375,-0.875047260901283
4.455,-0.872462777477545
4.45625,-0.869896370864118
4.4575,-0.867347890301056
4.45875,-0.864817186646199
4.46,-0.862304112355009
4.46125,-0.859808521460679
4.4625,-0.857330269554572
4.46375,-0.854869213766901
4.465,-0.852425212747696
4.46625,-0.849998126648056
4.4675,-0.847587817101663
4.46875,-0.845194147206556
4.47,-0.842816981507161
4.47125,-0.840456185976606
4.4725,-0.838111627999249
4.47375,-0.835783176353467
4.475,-0.833470701194705
4.47625,-0.831174074038749
4.4775,-0.828893167745244
4.47875,-0.826627856501419
4.48,-0.824378015806094
4.48125,-0.822143522453847
4.4825,-0.819924254519454
4.48375,-0.81772009134253
4.485,-0.81553091351237
4.48625,-0.813356602853022
4.4875,-0.811197042408565
4.48875,-0.809052116428581
4.49,-0.806921710353834
4.49125,-0.804805710802162
4.4925,-0.802704005554527
4.49375,-0.8006164835413
4.495,-0.798543034828729
4.49625,-0.796483550605543
4.4975,-0.794437923169819
4.49875,-0.792406045915959
4.5,-0.790387813321902
